no,entry_time,exit_time,side,entry,sl,tp,exit,outcome,pnl_pips,profit_usd,profit_inr,equity_inr,bars_held
27765,2022-06-20 18:28:00,2022-06-20 18:28:00,SELL,1836.988,1837.388,1833.788,1837.388,loss,-4.0,-0.4,-33.2,177422.4,1
27766,2022-06-20 22:02:00,2022-06-20 22:27:00,SELL,1837.902,1838.302,1834.702,1838.302,loss,-4.0,-0.4,-33.2,177389.2,26
27767,2022-06-20 22:29:00,2022-06-20 23:47:00,SELL,1838.254,1838.654,1835.054,1838.654,loss,-4.0,-0.4,-33.2,177356.0,79
27768,2022-06-20 23:51:00,2022-06-20 23:55:00,SELL,1838.538,1838.938,1835.338,1838.938,loss,-4.0,-0.4,-33.2,177322.8,5
27769,2022-06-20 23:57:00,2022-06-21 00:03:00,SELL,1838.948,1839.348,1835.748,1839.348,loss,-4.0,-0.4,-33.2,177289.6,7
27770,2022-06-21 00:05:00,2022-06-21 00:06:00,SELL,1839.28,1839.68,1836.08,1839.68,loss,-4.0,-0.4,-33.2,177256.4,2
27771,2022-06-21 00:08:00,2022-06-21 00:21:00,SELL,1838.938,1839.338,1835.738,1839.338,loss,-4.0,-0.4,-33.2,177223.2,14
27772,2022-06-21 00:24:00,2022-06-21 00:24:00,SELL,1839.848,1840.248,1836.648,1840.248,loss,-4.0,-0.4,-33.2,177190.0,1
27773,2022-06-21 00:26:00,2022-06-21 00:29:00,SELL,1840.138,1840.538,1836.938,1840.538,loss,-4.0,-0.4,-33.2,177156.8,4
27774,2022-06-21 00:36:00,2022-06-21 01:05:00,SELL,1841.088,1841.488,1837.888,1841.488,loss,-4.0,-0.4,-33.2,177123.6,30
27775,2022-06-21 01:07:00,2022-06-21 01:09:00,SELL,1841.408,1841.808,1838.208,1841.808,loss,-4.0,-0.4,-33.2,177090.4,3
27776,2022-06-21 01:11:00,2022-06-21 01:19:00,SELL,1841.217,1841.617,1838.017,1841.617,loss,-4.0,-0.4,-33.2,177057.2,9
27777,2022-06-21 01:21:00,2022-06-21 04:31:00,SELL,1841.848,1842.248,1838.648,1838.648,win,32.0,3.2,265.6,177322.8,191
27778,2022-06-21 04:33:00,2022-06-21 05:01:00,SELL,1838.658,1839.058,1835.458,1839.058,loss,-4.0,-0.4,-33.2,177289.6,29
27779,2022-06-21 05:10:00,2022-06-21 05:17:00,SELL,1838.218,1838.618,1835.018,1838.618,loss,-4.0,-0.4,-33.2,177256.4,8
27780,2022-06-21 05:20:00,2022-06-21 05:34:00,SELL,1838.888,1839.288,1835.688,1835.688,win,32.0,3.2,265.6,177522.0,15
27781,2022-06-21 05:36:00,2022-06-21 05:40:00,SELL,1835.968,1836.368,1832.768,1836.368,loss,-4.0,-0.4,-33.2,177488.8,5
27782,2022-06-21 05:42:00,2022-06-21 06:53:00,SELL,1836.258,1836.658,1833.058,1833.058,win,32.0,3.2,265.6,177754.4,72
27783,2022-06-21 06:56:00,2022-06-21 06:56:00,SELL,1832.662,1833.062,1829.462,1833.062,loss,-4.0,-0.4,-33.2,177721.2,1
27784,2022-06-21 07:02:00,2022-06-21 07:02:00,SELL,1834.528,1834.928,1831.328,1834.928,loss,-4.0,-0.4,-33.2,177688.0,1
27785,2022-06-21 07:07:00,2022-06-21 07:36:00,SELL,1834.463,1834.863,1831.263,1834.863,loss,-4.0,-0.4,-33.2,177654.8,30
27786,2022-06-21 07:39:00,2022-06-21 07:45:00,SELL,1834.738,1835.138,1831.538,1835.138,loss,-4.0,-0.4,-33.2,177621.6,7
27787,2022-06-21 07:47:00,2022-06-21 07:47:00,SELL,1834.868,1835.268,1831.668,1835.268,loss,-4.0,-0.4,-33.2,177588.4,1
27788,2022-06-21 07:49:00,2022-06-21 07:51:00,SELL,1834.658,1835.058,1831.458,1835.058,loss,-4.0,-0.4,-33.2,177555.2,3
27789,2022-06-21 07:59:00,2022-06-21 08:28:00,SELL,1838.608,1839.008,1835.408,1835.408,win,32.0,3.2,265.6,177820.8,30
27790,2022-06-21 08:35:00,2022-06-21 08:35:00,SELL,1834.939,1835.339,1831.739,1835.339,loss,-4.0,-0.4,-33.2,177787.6,1
27791,2022-06-21 08:40:00,2022-06-21 08:42:00,SELL,1835.428,1835.828,1832.228,1835.828,loss,-4.0,-0.4,-33.2,177754.4,3
27792,2022-06-21 08:44:00,2022-06-21 09:15:00,SELL,1835.528,1835.928,1832.328,1835.928,loss,-4.0,-0.4,-33.2,177721.2,32
27793,2022-06-21 09:23:00,2022-06-21 09:32:00,SELL,1836.748,1837.148,1833.548,1837.148,loss,-4.0,-0.4,-33.2,177688.0,10
27794,2022-06-21 09:33:00,2022-06-21 09:34:00,SELL,1836.966,1837.366,1833.766,1837.366,loss,-4.0,-0.4,-33.2,177654.8,2
27795,2022-06-21 09:38:00,2022-06-21 09:40:00,SELL,1836.883,1837.283,1833.683,1837.283,loss,-4.0,-0.4,-33.2,177621.6,3
27796,2022-06-21 09:43:00,2022-06-21 09:45:00,SELL,1837.078,1837.478,1833.878,1837.478,loss,-4.0,-0.4,-33.2,177588.4,3
27797,2022-06-21 09:49:00,2022-06-21 09:49:00,SELL,1837.583,1837.983,1834.383,1837.983,loss,-4.0,-0.4,-33.2,177555.2,1
27798,2022-06-21 09:52:00,2022-06-21 09:52:00,SELL,1837.653,1838.053,1834.453,1838.053,loss,-4.0,-0.4,-33.2,177522.0,1
27799,2022-06-21 10:01:00,2022-06-21 10:01:00,SELL,1835.998,1836.398,1832.798,1836.398,loss,-4.0,-0.4,-33.2,177488.8,1
27800,2022-06-21 10:07:00,2022-06-21 10:07:00,SELL,1836.353,1836.753,1833.153,1836.753,loss,-4.0,-0.4,-33.2,177455.6,1
27801,2022-06-21 10:09:00,2022-06-21 10:09:00,SELL,1836.593,1836.993,1833.393,1836.993,loss,-4.0,-0.4,-33.2,177422.4,1
27802,2022-06-21 10:11:00,2022-06-21 10:59:00,SELL,1836.583,1836.983,1833.383,1833.383,win,32.0,3.2,265.6,177688.0,49
27803,2022-06-21 11:04:00,2022-06-21 11:51:00,SELL,1834.268,1834.668,1831.068,1831.068,win,32.0,3.2,265.6,177953.6,48
27804,2022-06-21 11:57:00,2022-06-21 11:59:00,SELL,1833.143,1833.543,1829.943,1833.543,loss,-4.0,-0.4,-33.2,177920.4,3
27805,2022-06-21 12:01:00,2022-06-21 12:04:00,SELL,1833.248,1833.648,1830.048,1833.648,loss,-4.0,-0.4,-33.2,177887.2,4
27806,2022-06-21 12:05:00,2022-06-21 12:05:00,SELL,1833.348,1833.748,1830.148,1833.748,loss,-4.0,-0.4,-33.2,177854.0,1
27807,2022-06-21 12:07:00,2022-06-21 12:07:00,SELL,1833.878,1834.278,1830.678,1834.278,loss,-4.0,-0.4,-33.2,177820.8,1
27808,2022-06-21 12:10:00,2022-06-21 12:10:00,SELL,1834.458,1834.858,1831.258,1834.858,loss,-4.0,-0.4,-33.2,177787.6,1
27809,2022-06-21 12:12:00,2022-06-21 12:16:00,SELL,1834.253,1834.653,1831.053,1834.653,loss,-4.0,-0.4,-33.2,177754.4,5
27810,2022-06-21 12:20:00,2022-06-21 12:20:00,SELL,1834.817,1835.217,1831.617,1835.217,loss,-4.0,-0.4,-33.2,177721.2,1
27811,2022-06-21 12:22:00,2022-06-21 12:22:00,SELL,1836.713,1837.113,1833.513,1837.113,loss,-4.0,-0.4,-33.2,177688.0,1
27812,2022-06-21 12:28:00,2022-06-21 12:28:00,SELL,1835.696,1836.096,1832.496,1836.096,loss,-4.0,-0.4,-33.2,177654.8,1
27813,2022-06-21 12:30:00,2022-06-21 12:30:00,SELL,1835.851,1836.251,1832.651,1836.251,loss,-4.0,-0.4,-33.2,177621.6,1
27814,2022-06-21 12:44:00,2022-06-21 12:44:00,SELL,1836.773,1837.173,1833.573,1837.173,loss,-4.0,-0.4,-33.2,177588.4,1
27815,2022-06-21 12:47:00,2022-06-21 12:48:00,SELL,1837.005,1837.405,1833.805,1837.405,loss,-4.0,-0.4,-33.2,177555.2,2
27816,2022-06-21 12:50:00,2022-06-21 12:50:00,SELL,1837.613,1838.013,1834.413,1838.013,loss,-4.0,-0.4,-33.2,177522.0,1
27817,2022-06-21 12:52:00,2022-06-21 12:55:00,SELL,1836.783,1837.183,1833.583,1837.183,loss,-4.0,-0.4,-33.2,177488.8,4
27818,2022-06-21 12:57:00,2022-06-21 13:02:00,SELL,1836.988,1837.388,1833.788,1837.388,loss,-4.0,-0.4,-33.2,177455.6,6
27819,2022-06-21 13:03:00,2022-06-21 13:03:00,SELL,1836.738,1837.138,1833.538,1837.138,loss,-4.0,-0.4,-33.2,177422.4,1
27820,2022-06-21 13:07:00,2022-06-21 13:08:00,SELL,1836.568,1836.968,1833.368,1836.968,loss,-4.0,-0.4,-33.2,177389.2,2
27821,2022-06-21 13:12:00,2022-06-21 13:28:00,SELL,1837.549,1837.949,1834.349,1834.349,win,32.0,3.2,265.6,177654.8,17
27822,2022-06-21 13:29:00,2022-06-21 13:29:00,SELL,1834.563,1834.963,1831.363,1834.963,loss,-4.0,-0.4,-33.2,177621.6,1
27823,2022-06-21 13:32:00,2022-06-21 13:32:00,SELL,1834.698,1835.098,1831.498,1835.098,loss,-4.0,-0.4,-33.2,177588.4,1
27824,2022-06-21 13:34:00,2022-06-21 13:44:00,SELL,1834.318,1834.718,1831.118,1834.718,loss,-4.0,-0.4,-33.2,177555.2,11
27825,2022-06-21 13:48:00,2022-06-21 13:48:00,SELL,1837.268,1837.668,1834.068,1837.668,loss,-4.0,-0.4,-33.2,177522.0,1
27826,2022-06-21 13:50:00,2022-06-21 13:51:00,SELL,1837.204,1837.604,1834.004,1837.604,loss,-4.0,-0.4,-33.2,177488.8,2
27827,2022-06-21 13:54:00,2022-06-21 13:54:00,SELL,1838.054,1838.454,1834.854,1838.454,loss,-4.0,-0.4,-33.2,177455.6,1
27828,2022-06-21 13:59:00,2022-06-21 14:00:00,SELL,1838.523,1838.923,1835.323,1838.923,loss,-4.0,-0.4,-33.2,177422.4,2
27829,2022-06-21 14:04:00,2022-06-21 14:10:00,SELL,1839.993,1840.393,1836.793,1836.793,win,32.0,3.2,265.6,177688.0,7
27830,2022-06-21 14:16:00,2022-06-21 14:16:00,SELL,1837.858,1838.258,1834.658,1838.258,loss,-4.0,-0.4,-33.2,177654.8,1
27831,2022-06-21 14:21:00,2022-06-21 14:22:00,SELL,1838.698,1839.098,1835.498,1839.098,loss,-4.0,-0.4,-33.2,177621.6,2
27832,2022-06-21 14:25:00,2022-06-21 14:25:00,SELL,1839.473,1839.873,1836.273,1839.873,loss,-4.0,-0.4,-33.2,177588.4,1
27833,2022-06-21 14:27:00,2022-06-21 14:29:00,SELL,1839.448,1839.848,1836.248,1839.848,loss,-4.0,-0.4,-33.2,177555.2,3
27834,2022-06-21 14:35:00,2022-06-21 14:35:00,SELL,1841.298,1841.698,1838.098,1841.698,loss,-4.0,-0.4,-33.2,177522.0,1
27835,2022-06-21 14:39:00,2022-06-21 14:41:00,SELL,1842.818,1843.218,1839.618,1843.218,loss,-4.0,-0.4,-33.2,177488.8,3
27836,2022-06-21 14:42:00,2022-06-21 14:50:00,SELL,1842.484,1842.884,1839.284,1839.284,win,32.0,3.2,265.6,177754.4,9
27837,2022-06-21 14:57:00,2022-06-21 14:58:00,SELL,1839.683,1840.083,1836.483,1840.083,loss,-4.0,-0.4,-33.2,177721.2,2
27838,2022-06-21 15:00:00,2022-06-21 15:00:00,SELL,1839.548,1839.948,1836.348,1839.948,loss,-4.0,-0.4,-33.2,177688.0,1
27839,2022-06-21 15:03:00,2022-06-21 15:03:00,SELL,1839.348,1839.748,1836.148,1839.748,loss,-4.0,-0.4,-33.2,177654.8,1
27840,2022-06-21 15:07:00,2022-06-21 15:33:00,SELL,1839.598,1839.998,1836.398,1839.998,loss,-4.0,-0.4,-33.2,177621.6,27
27841,2022-06-21 15:34:00,2022-06-21 15:34:00,SELL,1839.638,1840.038,1836.438,1840.038,loss,-4.0,-0.4,-33.2,177588.4,1
27842,2022-06-21 15:36:00,2022-06-21 15:43:00,SELL,1839.588,1839.988,1836.388,1836.388,win,32.0,3.2,265.6,177854.0,8
27843,2022-06-21 15:52:00,2022-06-21 16:22:00,SELL,1836.187,1836.587,1832.987,1836.587,loss,-4.0,-0.4,-33.2,177820.8,31
27844,2022-06-21 16:23:00,2022-06-21 17:04:00,SELL,1835.978,1836.378,1832.778,1836.378,loss,-4.0,-0.4,-33.2,177787.6,42
27845,2022-06-21 17:08:00,2022-06-21 17:12:00,SELL,1836.128,1836.528,1832.928,1836.528,loss,-4.0,-0.4,-33.2,177754.4,5
27846,2022-06-21 17:17:00,2022-06-21 17:45:00,SELL,1836.614,1837.014,1833.414,1833.414,win,32.0,3.2,265.6,178020.0,29
27847,2022-06-21 17:50:00,2022-06-21 17:51:00,SELL,1833.888,1834.288,1830.688,1834.288,loss,-4.0,-0.4,-33.2,177986.8,2
27848,2022-06-21 17:53:00,2022-06-21 18:46:00,SELL,1834.293,1834.693,1831.093,1831.093,win,32.0,3.2,265.6,178252.4,54
27849,2022-06-21 18:49:00,2022-06-21 18:52:00,SELL,1831.278,1831.678,1828.078,1831.678,loss,-4.0,-0.4,-33.2,178219.2,4
27850,2022-06-21 18:55:00,2022-06-21 19:10:00,SELL,1831.418,1831.818,1828.218,1831.818,loss,-4.0,-0.4,-33.2,178186.0,16
27851,2022-06-21 19:12:00,2022-06-21 19:38:00,SELL,1831.838,1832.238,1828.638,1828.638,win,32.0,3.2,265.6,178451.6,27
27852,2022-06-21 19:41:00,2022-06-21 19:42:00,SELL,1828.788,1829.188,1825.588,1829.188,loss,-4.0,-0.4,-33.2,178418.4,2
27853,2022-06-21 19:47:00,2022-06-21 19:49:00,SELL,1829.998,1830.398,1826.798,1830.398,loss,-4.0,-0.4,-33.2,178385.2,3
27854,2022-06-21 19:53:00,2022-06-21 20:14:00,SELL,1830.398,1830.798,1827.198,1830.798,loss,-4.0,-0.4,-33.2,178352.0,22
27855,2022-06-21 20:22:00,2022-06-21 20:30:00,SELL,1833.478,1833.878,1830.278,1833.878,loss,-4.0,-0.4,-33.2,178318.8,9
27856,2022-06-21 20:33:00,2022-06-21 22:12:00,SELL,1833.888,1834.288,1830.688,1830.688,win,32.0,3.2,265.6,178584.4,40
27857,2022-06-21 22:16:00,2022-06-21 22:18:00,SELL,1829.988,1830.388,1826.788,1830.388,loss,-4.0,-0.4,-33.2,178551.2,3
27858,2022-06-21 22:20:00,2022-06-21 22:21:00,SELL,1830.198,1830.598,1826.998,1830.598,loss,-4.0,-0.4,-33.2,178518.0,2
27859,2022-06-21 22:26:00,2022-06-21 22:26:00,SELL,1831.368,1831.768,1828.168,1831.768,loss,-4.0,-0.4,-33.2,178484.8,1
27860,2022-06-21 22:28:00,2022-06-21 22:28:00,SELL,1831.778,1832.178,1828.578,1832.178,loss,-4.0,-0.4,-33.2,178451.6,1
27861,2022-06-21 22:35:00,2022-06-22 00:14:00,SELL,1832.334,1832.734,1829.134,1829.134,win,32.0,3.2,265.6,178717.2,100
27862,2022-06-22 00:19:00,2022-06-22 01:11:00,SELL,1829.698,1830.098,1826.498,1830.098,loss,-4.0,-0.4,-33.2,178684.0,53
27863,2022-06-22 01:13:00,2022-06-22 01:13:00,SELL,1829.763,1830.163,1826.563,1830.163,loss,-4.0,-0.4,-33.2,178650.8,1
27864,2022-06-22 01:19:00,2022-06-22 01:21:00,SELL,1828.218,1828.618,1825.018,1828.618,loss,-4.0,-0.4,-33.2,178617.6,3
27865,2022-06-22 01:23:00,2022-06-22 01:24:00,SELL,1828.278,1828.678,1825.078,1828.678,loss,-4.0,-0.4,-33.2,178584.4,2
27866,2022-06-22 01:29:00,2022-06-22 01:31:00,SELL,1829.788,1830.188,1826.588,1830.188,loss,-4.0,-0.4,-33.2,178551.2,3
27867,2022-06-22 01:38:00,2022-06-22 01:39:00,SELL,1828.548,1828.948,1825.348,1828.948,loss,-4.0,-0.4,-33.2,178518.0,2
27868,2022-06-22 01:40:00,2022-06-22 01:40:00,SELL,1828.668,1829.068,1825.468,1829.068,loss,-4.0,-0.4,-33.2,178484.8,1
27869,2022-06-22 01:47:00,2022-06-22 03:39:00,SELL,1828.548,1828.948,1825.348,1828.948,loss,-4.0,-0.4,-33.2,178451.6,113
27870,2022-06-22 03:46:00,2022-06-22 03:50:00,SELL,1829.098,1829.498,1825.898,1829.498,loss,-4.0,-0.4,-33.2,178418.4,5
27871,2022-06-22 03:53:00,2022-06-22 04:53:00,SELL,1828.768,1829.168,1825.568,1825.568,win,32.0,3.2,265.6,178684.0,61
27872,2022-06-22 04:58:00,2022-06-22 05:00:00,SELL,1825.463,1825.863,1822.263,1825.863,loss,-4.0,-0.4,-33.2,178650.8,3
27873,2022-06-22 05:02:00,2022-06-22 05:02:00,SELL,1825.328,1825.728,1822.128,1825.728,loss,-4.0,-0.4,-33.2,178617.6,1
27874,2022-06-22 05:04:00,2022-06-22 05:06:00,SELL,1825.398,1825.798,1822.198,1825.798,loss,-4.0,-0.4,-33.2,178584.4,3
27875,2022-06-22 05:08:00,2022-06-22 05:11:00,SELL,1825.703,1826.103,1822.503,1826.103,loss,-4.0,-0.4,-33.2,178551.2,4
27876,2022-06-22 05:12:00,2022-06-22 05:24:00,SELL,1825.928,1826.328,1822.728,1826.328,loss,-4.0,-0.4,-33.2,178518.0,13
27877,2022-06-22 05:26:00,2022-06-22 05:26:00,SELL,1826.058,1826.458,1822.858,1826.458,loss,-4.0,-0.4,-33.2,178484.8,1
27878,2022-06-22 05:28:00,2022-06-22 07:00:00,SELL,1826.488,1826.888,1823.288,1826.888,loss,-4.0,-0.4,-33.2,178451.6,93
27879,2022-06-22 07:02:00,2022-06-22 07:08:00,SELL,1826.243,1826.643,1823.043,1826.643,loss,-4.0,-0.4,-33.2,178418.4,7
27880,2022-06-22 07:10:00,2022-06-22 07:23:00,SELL,1826.354,1826.754,1823.154,1826.754,loss,-4.0,-0.4,-33.2,178385.2,14
27881,2022-06-22 07:26:00,2022-06-22 07:26:00,SELL,1826.698,1827.098,1823.498,1827.098,loss,-4.0,-0.4,-33.2,178352.0,1
27882,2022-06-22 07:31:00,2022-06-22 07:38:00,SELL,1827.463,1827.863,1824.263,1827.863,loss,-4.0,-0.4,-33.2,178318.8,8
27883,2022-06-22 07:43:00,2022-06-22 08:00:00,SELL,1829.523,1829.923,1826.323,1826.323,win,32.0,3.2,265.6,178584.4,18
27884,2022-06-22 08:08:00,2022-06-22 08:10:00,SELL,1824.518,1824.918,1821.318,1824.918,loss,-4.0,-0.4,-33.2,178551.2,3
27885,2022-06-22 08:13:00,2022-06-22 08:20:00,SELL,1824.377,1824.777,1821.177,1824.777,loss,-4.0,-0.4,-33.2,178518.0,8
27886,2022-06-22 08:23:00,2022-06-22 08:31:00,SELL,1824.663,1825.063,1821.463,1825.063,loss,-4.0,-0.4,-33.2,178484.8,9
27887,2022-06-22 08:33:00,2022-06-22 08:34:00,SELL,1824.348,1824.748,1821.148,1824.748,loss,-4.0,-0.4,-33.2,178451.6,2
27888,2022-06-22 08:36:00,2022-06-22 08:40:00,SELL,1824.528,1824.928,1821.328,1824.928,loss,-4.0,-0.4,-33.2,178418.4,5
27889,2022-06-22 08:42:00,2022-06-22 09:09:00,SELL,1825.038,1825.438,1821.838,1825.438,loss,-4.0,-0.4,-33.2,178385.2,28
27890,2022-06-22 09:12:00,2022-06-22 09:14:00,SELL,1825.888,1826.288,1822.688,1826.288,loss,-4.0,-0.4,-33.2,178352.0,3
27891,2022-06-22 09:16:00,2022-06-22 09:26:00,SELL,1825.873,1826.273,1822.673,1826.273,loss,-4.0,-0.4,-33.2,178318.8,11
27892,2022-06-22 09:28:00,2022-06-22 09:44:00,SELL,1827.197,1827.597,1823.997,1827.597,loss,-4.0,-0.4,-33.2,178285.6,17
27893,2022-06-22 09:47:00,2022-06-22 09:47:00,SELL,1827.213,1827.613,1824.013,1827.613,loss,-4.0,-0.4,-33.2,178252.4,1
27894,2022-06-22 09:49:00,2022-06-22 09:49:00,SELL,1827.513,1827.913,1824.313,1827.913,loss,-4.0,-0.4,-33.2,178219.2,1
27895,2022-06-22 09:54:00,2022-06-22 09:58:00,SELL,1828.348,1828.748,1825.148,1828.748,loss,-4.0,-0.4,-33.2,178186.0,5
27896,2022-06-22 10:00:00,2022-06-22 10:00:00,SELL,1828.518,1828.918,1825.318,1828.918,loss,-4.0,-0.4,-33.2,178152.8,1
27897,2022-06-22 10:04:00,2022-06-22 10:05:00,SELL,1829.073,1829.473,1825.873,1829.473,loss,-4.0,-0.4,-33.2,178119.6,2
27898,2022-06-22 10:07:00,2022-06-22 10:29:00,SELL,1829.293,1829.693,1826.093,1829.693,loss,-4.0,-0.4,-33.2,178086.4,23
27899,2022-06-22 10:32:00,2022-06-22 10:32:00,SELL,1830.028,1830.428,1826.828,1830.428,loss,-4.0,-0.4,-33.2,178053.2,1
27900,2022-06-22 10:34:00,2022-06-22 10:34:00,SELL,1830.196,1830.596,1826.996,1830.596,loss,-4.0,-0.4,-33.2,178020.0,1
27901,2022-06-22 10:39:00,2022-06-22 10:46:00,SELL,1830.378,1830.778,1827.178,1830.778,loss,-4.0,-0.4,-33.2,177986.8,8
27902,2022-06-22 10:48:00,2022-06-22 10:48:00,SELL,1830.713,1831.113,1827.513,1831.113,loss,-4.0,-0.4,-33.2,177953.6,1
27903,2022-06-22 10:50:00,2022-06-22 10:50:00,SELL,1830.998,1831.398,1827.798,1831.398,loss,-4.0,-0.4,-33.2,177920.4,1
27904,2022-06-22 10:53:00,2022-06-22 10:57:00,SELL,1831.368,1831.768,1828.168,1831.768,loss,-4.0,-0.4,-33.2,177887.2,5
27905,2022-06-22 11:00:00,2022-06-22 11:00:00,SELL,1831.864,1832.264,1828.664,1832.264,loss,-4.0,-0.4,-33.2,177854.0,1
27906,2022-06-22 11:02:00,2022-06-22 11:03:00,SELL,1832.746,1833.146,1829.546,1833.146,loss,-4.0,-0.4,-33.2,177820.8,2
27907,2022-06-22 11:05:00,2022-06-22 11:08:00,SELL,1833.898,1834.298,1830.698,1834.298,loss,-4.0,-0.4,-33.2,177787.6,4
27908,2022-06-22 11:12:00,2022-06-22 11:12:00,SELL,1840.023,1840.423,1836.823,1840.423,loss,-4.0,-0.4,-33.2,177754.4,1
27909,2022-06-22 11:17:00,2022-06-22 11:36:00,SELL,1839.848,1840.248,1836.648,1840.248,loss,-4.0,-0.4,-33.2,177721.2,20
27910,2022-06-22 11:39:00,2022-06-22 11:40:00,SELL,1839.989,1840.389,1836.789,1840.389,loss,-4.0,-0.4,-33.2,177688.0,2
27911,2022-06-22 11:41:00,2022-06-22 11:42:00,SELL,1839.583,1839.983,1836.383,1839.983,loss,-4.0,-0.4,-33.2,177654.8,2
27912,2022-06-22 11:44:00,2022-06-22 11:45:00,SELL,1839.582,1839.982,1836.382,1839.982,loss,-4.0,-0.4,-33.2,177621.6,2
27913,2022-06-22 11:47:00,2022-06-22 11:48:00,SELL,1839.824,1840.224,1836.624,1840.224,loss,-4.0,-0.4,-33.2,177588.4,2
27914,2022-06-22 11:50:00,2022-06-22 11:58:00,SELL,1839.756,1840.156,1836.556,1836.556,win,32.0,3.2,265.6,177854.0,9
27915,2022-06-22 12:04:00,2022-06-22 12:04:00,SELL,1837.333,1837.733,1834.133,1837.733,loss,-4.0,-0.4,-33.2,177820.8,1
27916,2022-06-22 12:11:00,2022-06-22 12:11:00,SELL,1837.416,1837.816,1834.216,1837.816,loss,-4.0,-0.4,-33.2,177787.6,1
27917,2022-06-22 12:14:00,2022-06-22 12:14:00,SELL,1836.738,1837.138,1833.538,1837.138,loss,-4.0,-0.4,-33.2,177754.4,1
27918,2022-06-22 12:19:00,2022-06-22 12:20:00,SELL,1837.428,1837.828,1834.228,1837.828,loss,-4.0,-0.4,-33.2,177721.2,2
27919,2022-06-22 12:25:00,2022-06-22 12:26:00,SELL,1841.313,1841.713,1838.113,1841.713,loss,-4.0,-0.4,-33.2,177688.0,2
27920,2022-06-22 12:28:00,2022-06-22 12:30:00,SELL,1840.443,1840.843,1837.243,1840.843,loss,-4.0,-0.4,-33.2,177654.8,3
27921,2022-06-22 12:32:00,2022-06-22 12:32:00,SELL,1840.078,1840.478,1836.878,1840.478,loss,-4.0,-0.4,-33.2,177621.6,1
27922,2022-06-22 12:35:00,2022-06-22 12:40:00,SELL,1840.483,1840.883,1837.283,1840.883,loss,-4.0,-0.4,-33.2,177588.4,6
27923,2022-06-22 12:48:00,2022-06-22 12:48:00,SELL,1845.163,1845.563,1841.963,1845.563,loss,-4.0,-0.4,-33.2,177555.2,1
27924,2022-06-22 12:56:00,2022-06-22 12:56:00,SELL,1843.948,1844.348,1840.748,1844.348,loss,-4.0,-0.4,-33.2,177522.0,1
27925,2022-06-22 12:58:00,2022-06-22 12:58:00,SELL,1843.949,1844.349,1840.749,1844.349,loss,-4.0,-0.4,-33.2,177488.8,1
27926,2022-06-22 13:01:00,2022-06-22 13:01:00,SELL,1843.098,1843.498,1839.898,1843.498,loss,-4.0,-0.4,-33.2,177455.6,1
27927,2022-06-22 13:03:00,2022-06-22 13:03:00,SELL,1842.698,1843.098,1839.498,1843.098,loss,-4.0,-0.4,-33.2,177422.4,1
27928,2022-06-22 13:05:00,2022-06-22 13:24:00,SELL,1843.008,1843.408,1839.808,1839.808,win,32.0,3.2,265.6,177688.0,20
27929,2022-06-22 13:27:00,2022-06-22 13:27:00,SELL,1840.063,1840.463,1836.863,1840.463,loss,-4.0,-0.4,-33.2,177654.8,1
27930,2022-06-22 13:29:00,2022-06-22 13:29:00,SELL,1840.588,1840.988,1837.388,1840.988,loss,-4.0,-0.4,-33.2,177621.6,1
27931,2022-06-22 13:31:00,2022-06-22 13:33:00,SELL,1838.448,1838.848,1835.248,1838.848,loss,-4.0,-0.4,-33.2,177588.4,3
27932,2022-06-22 13:36:00,2022-06-22 13:36:00,SELL,1839.863,1840.263,1836.663,1840.263,loss,-4.0,-0.4,-33.2,177555.2,1
27933,2022-06-22 13:38:00,2022-06-22 13:38:00,SELL,1839.678,1840.078,1836.478,1840.078,loss,-4.0,-0.4,-33.2,177522.0,1
27934,2022-06-22 13:41:00,2022-06-22 13:41:00,SELL,1841.163,1841.563,1837.963,1841.563,loss,-4.0,-0.4,-33.2,177488.8,1
27935,2022-06-22 13:45:00,2022-06-22 13:45:00,SELL,1843.408,1843.808,1840.208,1843.808,loss,-4.0,-0.4,-33.2,177455.6,1
27936,2022-06-22 13:49:00,2022-06-22 13:49:00,SELL,1842.973,1843.373,1839.773,1843.373,loss,-4.0,-0.4,-33.2,177422.4,1
27937,2022-06-22 13:57:00,2022-06-22 14:01:00,SELL,1845.338,1845.738,1842.138,1842.138,win,32.0,3.2,265.6,177688.0,5
27938,2022-06-22 14:05:00,2022-06-22 14:09:00,SELL,1843.652,1844.052,1840.452,1844.052,loss,-4.0,-0.4,-33.2,177654.8,5
27939,2022-06-22 14:11:00,2022-06-22 14:11:00,SELL,1843.163,1843.563,1839.963,1843.563,loss,-4.0,-0.4,-33.2,177621.6,1
27940,2022-06-22 14:13:00,2022-06-22 14:13:00,SELL,1843.276,1843.676,1840.076,1843.676,loss,-4.0,-0.4,-33.2,177588.4,1
27941,2022-06-22 14:17:00,2022-06-22 14:22:00,SELL,1840.683,1841.083,1837.483,1841.083,loss,-4.0,-0.4,-33.2,177555.2,6
27942,2022-06-22 14:26:00,2022-06-22 14:27:00,SELL,1842.188,1842.588,1838.988,1842.588,loss,-4.0,-0.4,-33.2,177522.0,2
27943,2022-06-22 14:31:00,2022-06-22 14:32:00,SELL,1843.023,1843.423,1839.823,1843.423,loss,-4.0,-0.4,-33.2,177488.8,2
